Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
404,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,18,2002,2.2,52,69,75.4,802,251,30,36,83.3,17,21,81.0,3,8,37.5,1,0.5,+0.5,3,4,1,0,4,Matches
405,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,24,1996,28.5,1151,1372,83.9,21897,4349,444,512,86.7,523,605,86.4,155,201,77.1,2,1.1,+0.9,9,98,8,3,87,Matches
406,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,20,2000,22.9,1160,1474,78.7,17976,5317,655,754,86.9,393,471,83.4,87,167,52.1,11,6.8,+4.2,67,56,82,5,148,Matches
407,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,24,1996,20.1,616,825,74.7,10629,2405,318,374,85.0,218,274,79.6,65,126,51.6,9,6.4,+2.6,36,37,37,8,67,Matches
408,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,29,1990,11.9,569,683,83.3,12598,3884,146,173,84.4,312,349,89.4,107,148,72.3,0,0.3,-0.3,4,23,5,1,38,Matches
409,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,16,2003,0.2,2,2,100.0,41,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
410,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,25,1995,24.5,811,1061,76.4,15731,3885,336,410,82.0,346,420,82.4,120,182,65.9,2,1.5,+0.5,13,76,11,6,93,Matches
411,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,20,2000,27.8,434,611,71.0,6355,1384,258,336,76.8,139,192,72.4,27,43,62.8,2,3.8,-1.8,30,31,11,3,43,Matches
412,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,28,1992,5.0,340,385,88.3,6036,1830,157,175,89.7,156,171,91.2,26,34,76.5,1,0.1,+0.9,3,21,4,2,34,Matches
413,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,24,1996,20.7,311,429,72.5,4324,591,180,234,76.9,94,132,71.2,15,21,71.4,1,2.3,-1.3,21,10,2,0,16,Matches
414,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,31,1988,8.3,100,182,54.9,1460,353,58,90,64.4,33,54,61.1,5,15,33.3,0,0.9,-0.9,10,11,0,0,10,Matches
415,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,22,1997,29.2,987,1279,77.2,18821,4872,390,482,80.9,444,529,83.9,138,221,62.4,4,3.3,+0.7,21,112,24,1,111,Matches
416,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,23,1997,18.4,668,810,82.5,15513,5039,148,165,89.7,368,415,88.7,148,219,67.6,0,0.2,-0.2,2,36,3,0,43,Matches
417,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,20,1999,14.3,653,801,81.5,14090,4639,205,217,94.5,329,360,91.4,117,205,57.1,0,0.2,-0.2,1,61,2,0,61,Matches
418,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,30,1990,26.6,1012,1320,76.7,20309,8892,386,450,85.8,448,561,79.9,165,257,64.2,2,2.1,-0.1,26,83,37,22,127,Matches
419,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,20,2000,13.1,340,473,71.9,5136,1813,181,219,82.6,125,169,74.0,22,45,48.9,3,1.0,+2.0,13,38,14,4,60,Matches
420,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,25,1994,4.6,178,246,72.4,3380,1634,74,85,87.1,75,95,78.9,26,58,44.8,1,0.4,+0.6,5,17,3,1,28,Matches
421,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,26,1994,10.5,289,362,79.8,4194,960,170,198,85.9,89,103,86.4,18,28,64.3,0,0.4,-0.4,4,17,3,0,21,Matches
422,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,27,1993,6.8,381,462,82.5,6481,2145,184,204,90.2,162,183,88.5,30,55,54.5,0,0.3,-0.3,5,23,6,2,33,Matches
423,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,28,1992,26.0,726,918,79.1,22262,12459,104,105,99.0,335,336,99.7,287,477,60.2,0,0.0,0.0,1,7,0,0,1,Matches
424,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,18,2002,0.4,6,8,75.0,62,22,4,4,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
425,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,25,1995,9.0,131,223,58.7,1849,424,79,122,64.8,40,70,57.1,6,12,50.0,1,0.7,+0.3,7,6,4,0,13,Matches
426,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,23,1997,21.7,468,612,76.5,9619,2215,164,213,77.0,199,240,82.9,94,121,77.7,3,1.5,+1.5,15,48,10,0,58,Matches
427,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,20,2000,17.5,727,934,77.8,12881,4626,327,359,91.1,323,411,78.6,66,116,56.9,3,1.8,+1.2,16,51,25,12,72,Matches
428,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,23,1997,3.8,125,154,81.2,1870,444,70,78,89.7,46,51,90.2,6,16,37.5,1,0.3,+0.7,4,12,1,0,10,Matches
429,Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,20,2000,0.4,20,21,95.2,434,91,5,5,100.0,11,11,100.0,4,5,80.0,0,0.0,0.0,0,1,0,0,0,Matches
430,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,24,1995,30.7,584,788,74.1,8590,1487,336,421,79.8,202,263,76.8,22,34,64.7,7,5.5,+1.5,29,33,17,3,46,Matches
431,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,29,1991,0.6,11,15,73.3,209,43,6,7,85.7,3,5,60.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,Matches
432,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,25,1995,17.4,1059,1291,82.0,20457,6197,419,469,89.3,472,537,87.9,152,236,64.4,0,0.7,-0.7,14,79,16,1,74,Matches
433,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,32,1988,3.8,96,147,65.3,3467,2488,17,17,100.0,30,31,96.8,49,99,49.5,0,0.0,0.0,0,2,0,0,0,Matches
434,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,25,1995,30.9,1318,1514,87.1,25955,7367,474,535,88.6,592,640,92.5,213,282,75.5,2,1.1,+0.9,17,82,19,3,103,Matches
435,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,24,1996,12.9,360,518,69.5,6820,1884,158,195,81.0,144,188,76.6,50,105,47.6,0,1.3,-1.3,15,18,17,5,41,Matches
436,Steven Skrzybski\Steven-Skrzybski,de GER,FWDF,Schalke 04,27,1992,4.7,76,127,59.8,1450,516,32,45,71.1,32,45,71.1,11,23,47.8,0,0.1,-0.1,2,5,2,1,9,Matches
437,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,31,1988,30.1,1010,1239,81.5,26802,13362,211,212,99.5,468,472,99.2,321,544,59.0,0,0.0,0.0,0,1,0,0,2,Matches
438,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,22,1998,22.7,908,1289,70.4,15878,6758,451,516,87.4,344,458,75.1,98,259,37.8,9,5.9,+3.1,57,53,44,28,99,Matches
439,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,27,1992,5.1,101,115,87.8,1669,288,46,50,92.0,39,44,88.6,10,13,76.9,0,0.1,-0.1,4,5,3,1,11,Matches
440,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,23,1997,24.2,1075,1215,88.5,19259,4660,479,522,91.8,474,530,89.4,110,138,79.7,2,1.6,+0.4,19,70,12,0,114,Matches
441,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,23,1996,32.0,1094,1342,81.5,24141,8655,296,344,86.0,573,625,91.7,216,337,64.1,1,0.2,+0.8,5,77,15,3,103,Matches
442,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,29,1990,21.7,775,1035,74.9,16890,6491,222,269,82.5,404,477,84.7,138,258,53.5,2,0.5,+1.5,8,66,9,0,81,Matches
443,Josip Stanišić\Josip-Stanisic,de GER,DF,Bayern Munich,20,2000,1.0,55,61,90.2,1134,280,17,18,94.4,31,34,91.2,7,7,100.0,0,0.0,0.0,0,2,0,0,4,Matches
444,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,25,1995,31.0,1290,1520,84.9,30828,8379,237,280,84.6,716,787,91.0,331,431,76.8,0,0.2,-0.2,4,86,11,0,106,Matches
445,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,28,1991,17.4,481,661,72.8,8369,2196,239,293,81.6,178,239,74.5,53,95,55.8,4,2.5,+1.5,19,47,22,7,58,Matches
446,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,24,1996,14.2,958,1115,85.9,20536,7498,291,319,91.2,483,529,91.3,177,246,72.0,1,0.3,+0.7,3,58,3,1,61,Matches
447,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,31,1988,21.8,860,1049,82.0,14563,3329,437,503,86.9,289,354,81.6,100,135,74.1,8,5.6,+2.4,44,69,21,4,87,Matches
448,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,26,1993,6.0,273,393,69.5,5108,1683,124,149,83.2,103,147,70.1,41,85,48.2,0,0.9,-0.9,10,25,9,4,32,Matches
449,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30,1990,20.5,677,834,81.2,13071,3661,298,336,88.7,267,317,84.2,101,146,69.2,0,0.9,-0.9,14,59,9,1,72,Matches
450,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,32,1988,3.4,120,138,87.0,2444,873,30,35,85.7,73,76,96.1,16,26,61.5,0,0.0,0.0,0,5,1,1,8,Matches
451,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,24,1995,16.7,1194,1312,91.0,24844,8251,368,392,93.9,629,671,93.7,188,233,80.7,0,0.3,-0.3,8,98,14,4,94,Matches
452,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,32,1987,8.1,113,210,53.8,1679,512,65,114,57.0,27,49,55.1,10,19,52.6,0,0.6,-0.6,5,12,3,0,16,Matches
453,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,28,1992,1.1,38,50,76.0,896,428,4,7,57.1,26,28,92.9,7,13,53.8,0,0.1,-0.1,1,5,1,0,4,Matches
454,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,24,1995,16.0,361,480,75.2,4886,962,228,278,82.0,98,139,70.5,14,24,58.3,3,2.2,+0.8,26,16,23,2,35,Matches
455,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,24,1996,24.7,1773,1951,90.9,39040,9981,431,464,92.9,1003,1057,94.9,329,408,80.6,0,0.1,-0.1,2,101,5,1,105,Matches
456,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,21,1999,29.5,2498,2746,91.0,57975,16066,543,580,93.6,1384,1465,94.5,557,670,83.1,0,0.5,-0.5,3,145,10,0,145,Matches
457,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,19,2001,0.8,17,27,63.0,326,196,7,9,77.8,7,12,58.3,3,6,50.0,0,0.0,0.0,1,1,1,1,3,Matches
458,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,21,1999,3.0,126,161,78.3,2584,488,42,52,80.8,58,67,86.6,23,30,76.7,0,0.0,0.0,1,11,1,0,8,Matches
459,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,23,1997,8.4,149,205,72.7,2471,781,78,103,75.7,46,57,80.7,17,29,58.6,1,1.0,0.0,8,15,5,0,19,Matches
460,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,18,2001,16.1,622,761,81.7,13315,4134,160,196,81.6,349,383,91.1,107,166,64.5,0,0.1,-0.1,2,22,2,0,27,Matches
461,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,18,2002,11.4,229,359,63.8,3526,1201,121,149,81.2,79,113,69.9,17,51,33.3,3,0.7,+2.3,9,21,3,2,24,Matches
462,Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,25,1994,3.5,103,143,72.0,1928,471,52,59,88.1,32,46,69.6,17,28,60.7,2,0.9,+1.1,7,7,4,2,8,Matches
463,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,22,1997,19.2,420,590,71.2,6041,1408,266,343,77.6,120,172,69.8,22,39,56.4,3,2.0,+1.0,14,24,10,2,37,Matches
464,Steffen Tigges\Steffen-Tigges,de GER,FW,Dortmund,22,1998,0.6,11,22,50.0,213,78,4,10,40.0,3,6,50.0,3,5,60.0,0,0.0,0.0,0,2,0,0,4,Matches
465,Guus Til\Guus-Til,nl NED,FW,Freiburg,22,1997,1.4,22,35,62.9,261,44,13,16,81.3,7,13,53.8,0,0,,0,0.0,0.0,1,2,0,0,0,Matches
466,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,25,1994,8.7,469,546,85.9,9717,2625,171,196,87.2,205,223,91.9,86,106,81.1,0,0.5,-0.5,9,68,5,1,51,Matches
467,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31,1989,21.6,875,1050,83.3,18317,5850,264,287,92.0,468,522,89.7,139,227,61.2,0,0.0,0.0,1,43,0,0,56,Matches
468,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,22,1997,10.8,555,631,88.0,12994,4375,103,115,89.6,332,354,93.8,119,150,79.3,0,0.7,-0.7,4,33,1,0,35,Matches
469,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,24,1996,7.8,225,342,65.8,3865,2003,119,155,76.8,73,104,70.2,27,55,49.1,1,1.2,-0.2,12,15,21,14,33,Matches
470,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,23,1997,23.2,669,848,78.9,14897,3465,192,235,81.7,335,382,87.7,133,200,66.5,0,1.0,-1.0,7,70,3,1,59,Matches
471,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,32,1988,1.1,33,50,66.0,427,135,18,24,75.0,10,15,66.7,1,5,20.0,0,0.2,-0.2,1,1,1,0,3,Matches
472,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,30,1990,33.0,944,1352,69.8,28685,19176,190,191,99.5,402,404,99.5,349,754,46.3,0,0.0,0.0,0,14,0,0,0,Matches
473,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,33,1987,28.6,1106,1548,71.4,21603,9056,484,545,88.8,416,528,78.8,193,417,46.3,9,4.9,+4.1,55,57,35,26,90,Matches
474,Tuta\Tuta,br BRA,DF,Eint Frankfurt,21,1999,16.2,850,994,85.5,17209,6042,267,304,87.8,438,481,91.1,132,189,69.8,0,0.3,-0.3,4,53,2,0,74,Matches
475,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,21,1998,25.9,1953,2192,89.1,45093,13305,438,490,89.4,1081,1164,92.9,420,511,82.2,0,0.9,-0.9,8,153,6,0,123,Matches
476,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,28,1991,16.6,408,552,73.9,7998,1941,188,219,85.8,129,165,78.2,80,142,56.3,1,1.2,-0.2,22,37,10,0,43,Matches
477,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,21,1998,17.9,414,542,76.4,7404,1623,193,229,84.3,174,211,82.5,43,68,63.2,3,2.7,+0.3,25,29,18,1,47,Matches
478,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,24,1995,19.1,625,834,74.9,15186,5577,126,148,85.1,332,374,88.8,164,299,54.8,0,0.0,0.0,1,45,4,0,48,Matches
479,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,23,1997,4.1,80,118,67.8,1411,388,30,46,65.2,29,34,85.3,12,22,54.5,1,0.6,+0.4,8,4,2,0,7,Matches
480,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,28,1992,11.1,157,268,58.6,2505,697,90,139,64.7,48,84,57.1,13,29,44.8,2,1.8,+0.2,9,8,11,2,24,Matches
481,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,28,1991,20.5,1320,1480,89.2,33088,11628,253,266,95.1,684,727,94.1,380,479,79.3,1,0.6,+0.4,4,107,12,0,114,Matches
482,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,20,1999,21.3,344,492,69.9,5568,1598,185,228,81.1,128,178,71.9,25,52,48.1,4,5.1,-1.1,23,12,18,9,30,Matches
483,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,27,1992,32.7,564,832,67.8,8537,1490,331,451,73.4,180,263,68.4,35,49,71.4,8,4.9,+3.1,41,31,17,1,54,Matches
484,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,26,1994,2.5,177,210,84.3,2795,914,102,113,90.3,59,67,88.1,12,23,52.2,0,0.0,0.0,0,18,3,0,13,Matches
485,Wendell\Wendell,br BRA,DF,Leverkusen,27,1993,16.2,1032,1198,86.1,18108,4969,472,508,92.9,451,504,89.5,98,152,64.5,0,0.1,-0.1,1,69,12,3,80,Matches
486,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,34,1985,13.9,558,717,77.8,9921,3932,252,284,88.7,252,316,79.7,53,95,55.8,1,1.0,0.0,8,31,9,3,51,Matches
487,William\William,br BRA,FW,Wolfsburg,25,1995,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
488,William\William,br BRA,DFFW,Schalke 04,25,1995,5.3,137,234,58.5,2400,888,69,92,75.0,47,81,58.0,18,37,48.6,0,0.0,0.0,2,8,2,1,8,Matches
489,Marten Winkler\Marten-Winkler,de GER,FW,Hertha BSC,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
490,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17,2003,24.7,819,1047,78.2,13255,3531,448,520,86.2,271,338,80.2,73,120,60.8,6,4.6,+1.4,49,92,28,4,103,Matches
491,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,31,1989,12.6,752,800,94.0,13693,2946,325,340,95.6,334,352,94.9,82,93,88.2,0,0.6,-0.6,5,71,3,0,51,Matches
492,Hannes Wolf\Hannes-Wolf,at AUT,MFFW,M'Gladbach,21,1999,15.3,429,562,76.3,6095,1492,257,303,84.8,127,165,77.0,24,40,60.0,2,2.7,-0.7,17,31,13,1,46,Matches
493,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25,1995,28.3,868,1263,68.7,15633,6765,409,499,82.0,338,437,77.3,101,223,45.3,2,3.2,-1.2,22,99,25,8,115,Matches
494,Nick Woltemade\Nick-Woltemade,de GER,MFFW,Werder Bremen,18,2002,1.6,24,39,61.5,430,115,10,14,71.4,11,17,64.7,3,5,60.0,1,0.3,+0.7,3,1,2,0,3,Matches
495,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FWMF,Freiburg,20,1999,9.1,283,374,75.7,4403,1441,160,197,81.2,90,115,78.3,22,39,56.4,0,1.5,-1.5,16,25,19,3,44,Matches
496,Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,18,2002,0.4,11,15,73.3,204,59,4,5,80.0,6,7,85.7,1,2,50.0,0,0.0,0.0,0,1,0,0,0,Matches
497,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,28,1992,7.2,126,166,75.9,2260,527,55,65,84.6,53,64,82.8,14,23,60.9,0,0.0,0.0,1,14,3,0,14,Matches
498,Amin Younes\Amin-Younes,de GER,MFFW,Eint Frankfurt,26,1993,15.5,514,690,74.5,8628,3156,286,334,85.6,154,212,72.6,59,96,61.5,3,1.7,+1.3,23,61,27,4,99,Matches
499,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,21,1999,3.1,209,242,86.4,4472,1376,51,54,94.4,128,143,89.5,29,43,67.4,0,0.0,0.0,0,10,0,0,3,Matches
500,Denis Zakaria\Denis-Zakaria,ch SUI,MFDF,M'Gladbach,23,1996,15.8,587,663,88.5,10762,2764,244,265,92.1,267,285,93.7,67,90,74.4,1,1.1,-0.1,9,50,7,1,55,Matches
501,Deyovaisio Zeefuik\Deyovaisio-Zeefuik,nl NED,DFMF,Hertha BSC,22,1998,10.1,370,489,75.7,6935,2299,151,183,82.5,166,216,76.9,46,68,67.6,0,1.7,-1.7,14,24,16,10,31,Matches
502,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,25,1994,31.0,723,1081,66.9,21812,13230,145,148,98.0,307,310,99.0,267,617,43.3,0,0.3,-0.3,1,12,1,0,0,Matches
503,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,Köln,31,1989,0.6,18,23,78.3,608,390,3,3,100.0,7,7,100.0,8,13,61.5,0,0.0,0.0,0,0,0,0,0,Matches
504,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,19,2001,1.0,24,30,80.0,301,15,18,21,85.7,6,8,75.0,0,0,,0,0.2,-0.2,1,2,0,0,0,Matches
505,Steven Zuber\Steven-Zuber,ch SUI,DFMF,Eint Frankfurt,28,1991,6.5,256,337,76.0,4462,1510,131,150,87.3,89,121,73.6,29,42,69.0,3,1.9,+1.1,13,21,11,6,30,Matches