Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
126,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,25,1995,12.6,0,9,1,11.1,0.71,0.08,0.00,0.00,21.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
127,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,23,1996,28.2,3,12,6,50.0,0.43,0.21,0.25,0.50,9.1,0,0,0,2.0,2.0,0.16,+1.0,+1.0,Matches
128,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,23,1997,16.0,5,41,19,46.3,2.56,1.19,0.12,0.26,13.0,0,0,0,7.0,7.0,0.18,-2.0,-2.0,Matches
129,Keita Endo\Keita-Endo,jp JPN,MFFW,Union Berlin,22,1997,5.1,1,9,4,44.4,1.78,0.79,0.11,0.25,17.0,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
130,Wataru Endo\Wataru-Endo,jp JPN,MF,Stuttgart,27,1993,32.8,3,27,14,51.9,0.82,0.43,0.11,0.21,18.5,0,0,0,2.3,2.3,0.08,+0.7,+0.7,Matches
131,Patrick Erras\Patrick-Erras,de GER,FWMF,Werder Bremen,25,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
132,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,31,1988,20.8,0,1,0,0.0,0.05,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
133,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,22,1997,29.0,1,13,3,23.1,0.45,0.10,0.08,0.33,11.2,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
134,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,24,1996,9.3,0,13,4,30.8,1.39,0.43,0.00,0.00,22.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
135,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,31,1989,6.0,0,11,6,54.5,1.82,0.99,0.00,0.00,15.5,0,0,2,3.1,1.6,0.15,-3.1,-1.6,Matches
136,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,27,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
137,Florian Flick\Florian-Flick,de GER,MF,Schalke 04,20,2000,4.0,1,1,1,100.0,0.25,0.25,1.00,1.00,11.2,0,0,0,0.5,0.5,0.48,+0.5,+0.5,Matches
138,Emil Forsberg\Emil-Forsberg,se SWE,FWMF,RB Leipzig,28,1991,17.1,7,32,14,43.8,1.87,0.82,0.16,0.36,17.4,2,2,3,5.8,3.6,0.11,+1.2,+1.4,Matches
139,Philipp Förster\Philipp-Forster,de GER,FWMF,Stuttgart,25,1995,16.8,3,20,11,55.0,1.19,0.66,0.15,0.27,15.5,0,0,1,4.2,3.3,0.16,-1.2,-0.3,Matches
140,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Leverkusen,22,1998,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
141,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,24,1995,17.1,0,1,1,100.0,0.06,0.06,0.00,0.00,24.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
142,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,22,1998,30.9,0,8,1,12.5,0.26,0.03,0.00,0.00,26.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
143,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,24,1995,34.0,5,24,6,25.0,0.71,0.18,0.21,0.83,11.7,0,0,0,1.3,1.3,0.06,+3.7,+3.7,Matches
144,Jeremie Frimpong\Jeremie-Frimpong,nl NED,DFFW,Leverkusen,19,2000,4.8,0,3,0,0.0,0.62,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
145,Niclas Füllkrug\Niclas-Fullkrug,de GER,FWMF,Werder Bremen,27,1993,9.7,6,33,15,45.5,3.39,1.54,0.12,0.27,13.5,0,2,2,6.0,4.5,0.14,0.0,-0.5,Matches
146,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,DFMF,Hoffenheim,25,1995,9.1,0,13,2,15.4,1.42,0.22,0.00,0.00,16.3,0,0,0,1.8,1.8,0.14,-1.8,-1.8,Matches
147,Christian Gebauer\Christian-Gebauer,at AUT,MFFW,Arminia,26,1993,7.6,1,10,4,40.0,1.31,0.52,0.10,0.25,15.0,0,0,0,2.0,2.0,0.20,-1.0,-1.0,Matches
148,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,33,1986,33.7,3,20,8,40.0,0.59,0.24,0.15,0.38,16.0,0,0,0,1.4,1.4,0.07,+1.6,+1.6,Matches
149,Emrehan Gedikli\Emrehan-Gedikli,de GER,FW,Leverkusen,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,22,1998,7.3,1,7,3,42.9,0.96,0.41,0.14,0.33,20.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
151,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,34,1985,11.5,0,7,0,0.0,0.61,0.00,0.00,,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
152,Yannick Gerhardt\Yannick-Gerhardt,de GER,MFFW,Wolfsburg,26,1994,21.5,2,31,11,35.5,1.44,0.51,0.06,0.18,14.7,0,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
153,Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,ma MAR,FWMF,Stuttgart,29,1990,0.5,0,1,0,0.0,1.96,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
154,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Union Berlin,28,1991,4.8,0,4,0,0.0,0.84,0.00,0.00,,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
155,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Augsburg,32,1987,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Wolfsburg,29,1991,2.4,0,4,0,0.0,1.67,0.00,0.00,,11.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
157,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,26,1994,34.0,2,22,8,36.4,0.65,0.24,0.09,0.25,12.0,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
158,Robert Glatzel\Robert-Glatzel,de GER,FW,Mainz 05,26,1994,4.0,2,13,7,53.8,3.26,1.75,0.15,0.29,12.3,0,0,0,2.9,2.9,0.23,-0.9,-0.9,Matches
159,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,25,1995,18.3,10,59,27,45.8,3.23,1.48,0.17,0.37,16.0,0,0,0,8.0,8.0,0.13,+2.0,+2.0,Matches
160,Akaki Gogia\Akaki-Gogia,de GER,FW,Union Berlin,28,1992,1.6,0,2,2,100.0,1.29,1.29,0.00,0.00,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
161,Nicolás González\Nicolas-Gonzalez,ar ARG,FWDF,Stuttgart,22,1998,10.4,6,46,11,23.9,4.43,1.06,0.07,0.27,17.7,0,3,4,8.1,5.2,0.11,-2.1,-2.2,Matches
162,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,25,1995,18.9,5,41,13,31.7,2.16,0.69,0.12,0.38,16.0,0,0,0,4.1,4.1,0.10,+0.9,+0.9,Matches
163,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,29,1991,31.5,1,7,2,28.6,0.22,0.06,0.14,0.50,22.6,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
164,Demarai Gray\Demarai-Gray,eng ENG,FW,Leverkusen,24,1996,4.9,1,15,7,46.7,3.05,1.43,0.07,0.14,17.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
165,Michael Gregoritsch\Michael-Gregoritsch,at AUT,FWMF,Augsburg,26,1994,9.3,1,13,3,23.1,1.40,0.32,0.08,0.33,18.5,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
166,Sebastian Griesbeck\Sebastian-Griesbeck,de GER,MF,Union Berlin,29,1990,9.9,0,4,1,25.0,0.40,0.10,0.00,0.00,14.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
167,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,27,1993,25.7,9,55,24,43.6,2.14,0.93,0.09,0.21,20.2,8,4,4,7.9,4.9,0.09,+1.1,+0.1,Matches
168,Lennart Grill\Lennart-Grill,de GER,GK,Leverkusen,21,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
169,Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,Hoffenheim,24,1995,20.9,2,20,9,45.0,0.96,0.43,0.10,0.22,19.7,0,0,0,2.0,2.0,0.10,0.0,0.0,Matches
170,Christian Groß\Christian-Gross,de GER,MFDF,Werder Bremen,31,1989,16.3,0,7,1,14.3,0.43,0.06,0.00,0.00,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
171,Ilia Gruev\Ilia-Gruev,bg BUL,FW,Werder Bremen,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
172,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,Augsburg,25,1995,23.2,0,16,0,0.0,0.69,0.00,0.00,,27.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
173,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Hertha BSC,21,1999,20.2,2,17,9,52.9,0.84,0.45,0.12,0.22,17.8,0,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches
174,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,Dortmund,26,1993,24.6,5,37,15,40.5,1.50,0.61,0.14,0.33,19.4,3,0,0,3.8,3.8,0.10,+1.2,+1.2,Matches
175,Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MFDF,Wolfsburg,29,1990,8.3,0,5,0,0.0,0.60,0.00,0.00,,16.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
176,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,30,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
177,Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,29,1991,21.7,2,9,5,55.6,0.41,0.23,0.22,0.40,8.8,0,0,0,1.1,1.1,0.12,+0.9,+0.9,Matches
178,Robert Gumny\Robert-Gumny,pl POL,DF,Augsburg,22,1998,15.3,1,7,3,42.9,0.46,0.20,0.14,0.33,14.9,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
179,Christian Günter\Christian-Gunter,de GER,DF,Freiburg,27,1993,34.0,3,26,7,26.9,0.76,0.21,0.12,0.43,22.9,0,0,0,0.9,0.9,0.04,+2.1,+2.1,Matches
180,Erling Haaland\Erling-Haaland,no NOR,FW,Dortmund,20,2000,26.7,27,90,47,52.2,3.37,1.76,0.28,0.53,12.7,0,2,4,23.7,20.5,0.23,+3.3,+4.5,Matches
181,Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,26,1994,5.4,0,10,3,30.0,1.85,0.56,0.00,0.00,19.0,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
182,Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,26,1993,15.2,1,8,2,25.0,0.53,0.13,0.13,0.50,10.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
183,André Hahn\Andre-Hahn,de GER,FWMF,Augsburg,29,1990,22.6,8,41,14,34.1,1.81,0.62,0.20,0.57,14.9,0,0,0,5.4,5.4,0.13,+2.6,+2.6,Matches
184,Amadou Haidara\Amadou-Haidara,ml MLI,MFDF,RB Leipzig,22,1998,21.2,3,41,13,31.7,1.94,0.61,0.07,0.23,18.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4,Matches
185,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,28,1991,18.3,2,13,4,30.8,0.71,0.22,0.08,0.25,19.7,1,1,1,1.9,1.1,0.09,+0.1,-0.1,Matches
186,Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,23,1997,23.3,2,22,5,22.7,0.94,0.21,0.09,0.40,20.2,1,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
187,Marcel Hartel\Marcel-Hartel,de GER,MF,Arminia,24,1996,18.7,0,21,6,28.6,1.12,0.32,0.00,0.00,22.7,2,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
188,Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,36,1984,25.4,0,2,1,50.0,0.08,0.04,0.00,0.00,21.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
189,Thorgan Hazard\Thorgan-Hazard,be BEL,FWMF,Dortmund,27,1993,7.3,1,9,4,44.4,1.24,0.55,0.11,0.25,18.8,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
190,Jonas Hector\Jonas-Hector,de GER,MF,Köln,30,1990,14.3,3,27,8,29.6,1.88,0.56,0.11,0.38,16.3,0,0,0,3.4,3.4,0.13,-0.4,-0.4,Matches
191,Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FWMF,RB Leipzig,24,1996,5.1,0,10,6,60.0,1.96,1.17,0.00,0.00,12.2,0,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches
192,Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,26,1993,15.2,0,4,1,25.0,0.26,0.07,0.00,0.00,15.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
193,Benjamin Henrichs\Benjamin-Henrichs,de GER,DFMF,RB Leipzig,23,1997,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
194,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Bayern Munich,24,1996,17.7,0,5,1,20.0,0.28,0.06,0.00,0.00,15.2,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
195,Patrick Herrmann\Patrick-Herrmann,de GER,FW,M'Gladbach,29,1991,9.7,0,19,8,42.1,1.95,0.82,0.00,0.00,15.9,1,0,0,2.6,2.6,0.14,-2.6,-2.6,Matches
196,Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Eint Frankfurt,27,1992,28.1,2,24,6,25.0,0.85,0.21,0.08,0.33,12.7,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
197,Marwin Hitz\Marwin-Hitz,ch SUI,GK,Dortmund,32,1987,15.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
198,Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,30,1990,30.3,1,19,8,42.1,0.63,0.26,0.05,0.13,16.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
199,Jonas Hofmann\Jonas-Hofmann,de GER,FWMF,M'Gladbach,28,1992,20.2,6,23,8,34.8,1.14,0.40,0.13,0.38,20.2,0,3,3,4.9,2.7,0.12,+1.1,+0.3,Matches
200,Marco Höger\Marco-Hoger,de GER,DF,Köln,30,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
201,Lucas Höler\Lucas-Holer,de GER,FWMF,Freiburg,26,1994,23.2,4,41,13,31.7,1.77,0.56,0.10,0.31,12.4,0,0,0,7.4,7.4,0.19,-3.4,-3.4,Matches
202,Matthew Hoppe\Matthew-Hoppe,us USA,FW,Schalke 04,19,2001,14.5,6,22,9,40.9,1.52,0.62,0.27,0.67,13.1,0,0,0,3.4,3.4,0.16,+2.6,+2.6,Matches
203,Jannes Horn\Jannes-Horn,de GER,DF,Köln,23,1997,19.6,0,6,1,16.7,0.31,0.05,0.00,0.00,25.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
204,Timo Horn\Timo-Horn,de GER,GK,Köln,27,1993,33.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
205,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Leverkusen,30,1989,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Ajdin Hrustic\Ajdin-Hrustic,au AUS,MFFW,Eint Frankfurt,24,1996,3.0,1,7,4,57.1,2.32,1.32,0.14,0.25,23.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
207,Florian Hübner\Florian-Hubner,de GER,DF,Union Berlin,29,1991,5.8,0,3,1,33.3,0.51,0.17,0.00,0.00,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
208,Mats Hummels\Mats-Hummels,de GER,DF,Dortmund,31,1988,31.3,5,29,15,51.7,0.93,0.48,0.17,0.33,9.5,0,0,0,3.4,3.4,0.12,+1.6,+1.6,Matches
209,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FW,Schalke 04,36,1983,6.5,2,12,5,41.7,1.84,0.77,0.17,0.40,13.0,2,0,1,3.4,2.5,0.21,-1.4,-0.5,Matches
210,Iago\Iago,br BRA,DF,Augsburg,23,1997,17.3,1,9,2,22.2,0.52,0.12,0.11,0.50,18.8,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
211,Vedad Ibišević\Vedad-Ibisevic,ba BIH,FW,Schalke 04,35,1984,1.7,0,2,0,0.0,1.15,0.00,0.00,,6.0,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
212,Blendi Idrizi\Blendi-Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,1,4,1,25.0,1.51,0.38,0.25,1.00,21.5,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
213,Stefan Ilsanker\Stefan-Ilsanker,at AUT,MFDF,Eint Frankfurt,31,1989,17.5,1,13,4,30.8,0.74,0.23,0.08,0.25,13.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
214,Marcus Ingvartsen\Marcus-Ingvartsen,dk DEN,MFFW,Union Berlin,24,1996,21.8,3,37,13,35.1,1.70,0.60,0.08,0.23,18.2,3,0,1,4.1,3.4,0.09,-1.1,-0.4,Matches
215,Ismail Jakobs\Ismail-Jakobs,de GER,DFMF,Köln,20,1999,19.2,1,22,6,27.3,1.15,0.31,0.05,0.17,15.2,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
216,Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,30,1990,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,10.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
217,Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,35,1984,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
218,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,24,1995,1.7,0,1,0,0.0,0.59,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
219,Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,22,1997,4.2,0,5,0,0.0,1.19,0.00,0.00,,17.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
220,Marco John\Marco-John,de GER,DF,Hoffenheim,18,2002,11.1,0,5,0,0.0,0.45,0.00,0.00,,23.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
221,Luka Jović\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,22,1997,9.9,4,26,7,26.9,2.62,0.70,0.15,0.57,12.4,0,0,0,2.7,2.7,0.11,+1.3,+1.3,Matches
222,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,0,12,1,8.3,0.87,0.07,0.00,0.00,12.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
223,Pavel Kadeřábek\Pavel-Kaderabek,cz CZE,DF,Hoffenheim,28,1992,17.6,0,10,4,40.0,0.57,0.23,0.00,0.00,10.8,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
224,Florian Kainz\Florian-Kainz,at AUT,FWMF,Köln,27,1992,5.0,1,9,3,33.3,1.81,0.60,0.11,0.33,18.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
225,Sasa Kalajdzic\Sasa-Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,16,67,28,41.8,2.82,1.18,0.24,0.57,12.5,0,0,0,9.0,9.0,0.13,+7.0,+7.0,Matches
226,Daichi Kamada\Daichi-Kamada,jp JPN,MFFW,Eint Frankfurt,23,1996,26.2,5,38,9,23.7,1.45,0.34,0.13,0.56,16.6,2,0,0,5.6,5.6,0.15,-0.6,-0.6,Matches
227,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Stuttgart,28,1992,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
228,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,29,1990,21.5,0,14,1,7.1,0.65,0.05,0.00,0.00,22.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
229,Jimmy Kaparos\Jimmy-Kaparos,de GER,MF,Schalke 04,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
230,Atakan Karazor\Atakan-Karazor,de GER,DFMF,Stuttgart,23,1996,11.5,0,3,1,33.3,0.26,0.09,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
231,Loris Karius\Loris-Karius,de GER,GK,Union Berlin,27,1993,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
232,Noah Katterbach\Noah-Katterbach,de GER,DF,Köln,19,2001,12.3,0,9,2,22.2,0.73,0.16,0.00,0.00,24.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
233,Yannik Keitel\Yannik-Keitel,de GER,MF,Freiburg,20,2000,5.5,0,9,2,22.2,1.63,0.36,0.00,0.00,23.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
234,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,25,1995,30.3,2,16,6,37.5,0.53,0.20,0.13,0.33,17.1,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
235,Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,26,1994,20.2,1,10,4,40.0,0.50,0.20,0.10,0.25,18.4,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
236,Sami Khedira\Sami-Khedira,de GER,MF,Hertha BSC,33,1987,4.4,0,1,0,0.0,0.23,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
237,Luca Kilian\Luca-Kilian,de GER,DF,Mainz 05,20,1999,4.2,0,1,0,0.0,0.24,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
238,Joshua Kimmich\Joshua-Kimmich,de GER,MF,Bayern Munich,25,1995,24.4,4,37,14,37.8,1.52,0.57,0.11,0.29,22.6,1,0,0,2.5,2.5,0.07,+1.5,+1.5,Matches
239,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,27,1993,2.5,0,4,0,0.0,1.62,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
240,Felix Klaus\Felix-Klaus,de GER,DFMF,Wolfsburg,27,1992,1.5,0,1,0,0.0,0.66,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
241,Klauss\Klauss,br BRA,FW,Hoffenheim,23,1997,0.6,0,1,1,100.0,1.76,1.76,0.00,0.00,8.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
242,Philipp Klement\Philipp-Klement,de GER,MFFW,Stuttgart,27,1992,4.7,1,7,3,42.9,1.50,0.64,0.14,0.33,23.2,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
243,Mateo Klimowicz\Mateo-Klimowicz,de GER,FWMF,Stuttgart,20,2000,13.3,1,33,10,30.3,2.48,0.75,0.03,0.10,17.8,0,0,0,3.8,3.8,0.12,-2.8,-2.8,Matches
244,Fabian Klos\Fabian-Klos,de GER,FW,Arminia,32,1987,30.1,5,52,19,36.5,1.73,0.63,0.08,0.21,13.9,0,1,2,7.9,6.4,0.12,-2.9,-2.4,Matches
245,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,24,1996,16.1,1,12,2,16.7,0.75,0.12,0.08,0.50,10.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
246,Justin Kluivert\Justin-Kluivert,nl NED,FW,RB Leipzig,21,1999,9.0,3,18,7,38.9,1.99,0.77,0.17,0.43,16.2,0,0,0,3.6,3.6,0.20,-0.6,-0.6,Matches
247,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,24,1996,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
248,Ansgar Knauff\Ansgar-Knauff,de GER,FWMF,Dortmund,18,2002,0.8,1,2,1,50.0,2.54,1.27,0.50,1.00,15.1,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches
249,Robin Knoche\Robin-Knoche,de GER,DF,Union Berlin,28,1992,33.8,1,11,4,36.4,0.33,0.12,0.09,0.25,11.5,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
250,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
