Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
133,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23,1997,15.3,3,0,0,8,8,1,1,14,19,0,0,1,111,30,20,60.0,Matches
134,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22,1998,13.8,5,0,0,29,39,3,10,11,22,1,1,0,119,11,33,25.0,Matches
135,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28,1992,13.8,4,1,1,20,12,0,24,18,8,0,1,0,114,54,23,70.1,Matches
136,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22,1997,22.2,4,1,1,24,26,0,3,23,17,0,1,0,177,69,45,60.5,Matches
137,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27,1993,27.1,6,0,0,23,12,0,10,35,42,0,0,0,304,37,26,58.7,Matches
138,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,31,1989,13.0,0,0,0,0,5,0,0,0,0,0,0,0,65,0,0,,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,28,1991,13.9,2,0,0,9,4,0,9,17,11,0,0,0,72,39,31,55.7,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,28,1991,32.6,5,2,0,21,20,2,1,29,19,0,0,1,408,69,40,63.3,Matches
141,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,22,1997,3.0,1,0,0,2,3,0,0,3,2,0,0,0,59,23,7,76.7,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,26,1993,36.0,3,0,0,1,4,0,0,0,0,0,0,0,132,0,0,,Matches
143,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22,1998,1.3,0,0,0,1,1,0,1,1,0,0,0,0,9,0,0,,Matches
144,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,27,1992,29.2,7,1,0,29,11,0,2,41,30,0,0,0,259,86,57,60.1,Matches
145,Anthony Elanga\Anthony-Elanga,se SWE,FW,Manchester Utd,18,2002,1.7,0,0,0,2,4,1,1,1,1,0,0,0,7,2,4,33.3,Matches
146,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,32,1987,9.3,2,0,0,6,3,0,32,27,13,0,0,0,97,27,9,75.0,Matches
147,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28,1992,17.2,3,0,0,10,10,0,3,20,11,0,0,0,144,8,19,29.6,Matches
148,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,32,1988,27.5,7,0,0,18,12,1,2,41,12,0,0,1,354,93,38,71.0,Matches
149,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22,1998,28.4,3,0,0,18,71,1,26,29,23,0,0,0,203,12,32,27.3,Matches
150,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35,1985,35.0,2,0,0,1,2,0,0,0,0,0,1,0,164,0,0,,Matches
151,Fabinho\Fabinho,br BRA,DFMF,Liverpool,26,1993,28.5,6,0,0,29,27,0,2,49,51,1,2,0,319,62,52,54.4,Matches
152,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,25,1994,34.4,6,0,0,43,53,3,91,22,39,0,1,0,239,13,43,23.2,Matches
153,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31,1989,23.1,4,0,0,15,14,0,10,17,17,0,1,1,158,46,36,56.1,Matches
154,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35,1985,13.2,6,0,0,22,10,0,6,26,22,0,0,0,132,29,18,61.7,Matches
155,Sam Field\Sam-Field,eng ENG,MF,West Brom,22,1998,0.7,0,0,0,2,1,0,0,0,7,0,0,0,12,1,2,33.3,Matches
156,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,28,1991,31.5,2,0,0,22,17,4,32,10,22,0,0,0,204,25,87,22.3,Matches
157,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,28,1991,28.6,4,0,0,33,28,1,35,38,27,0,0,0,235,9,19,32.1,Matches
158,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20,2000,18.0,0,0,0,13,34,3,36,12,16,0,0,0,93,14,30,31.8,Matches
159,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,19,2000,25.1,7,0,0,37,29,2,1,51,41,1,1,0,279,94,55,63.1,Matches
160,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,24,1996,28.6,3,0,0,29,17,7,33,33,29,0,0,0,216,25,37,40.3,Matches
161,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32,1988,8.0,0,0,0,1,3,0,0,0,0,0,1,0,40,0,0,,Matches
162,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,22,1998,0.9,1,0,0,1,0,1,5,1,1,0,0,0,11,1,0,100.0,Matches
163,Tyrese Francois\Tyrese-Francois,au AUS,DF,Fulham,20,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
164,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,26,1994,10.3,2,1,1,5,20,0,52,3,1,1,0,0,58,5,26,16.1,Matches
165,Fred\Fred,br BRA,MF,Manchester Utd,27,1993,26.6,5,0,0,46,30,1,7,47,55,0,0,0,311,10,14,41.7,Matches
166,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,27,1992,6.3,2,0,0,11,10,1,18,8,6,0,0,0,56,9,14,39.1,Matches
167,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34,1986,7.8,4,0,0,14,5,0,8,12,9,0,1,0,80,24,14,63.2,Matches
168,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,24,1995,32.6,5,0,0,33,33,3,73,27,17,0,2,1,212,129,75,63.2,Matches
169,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20,2000,28.1,11,0,0,43,63,0,32,39,53,0,0,0,272,24,37,39.3,Matches
170,Eric García\Eric-Garcia,es ESP,DF,Manchester City,19,2001,4.3,0,0,0,4,2,0,0,5,4,0,1,0,38,3,6,33.3,Matches
171,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,29,1990,5.7,0,0,0,6,6,3,2,1,4,0,0,0,28,7,16,30.4,Matches
172,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,24,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,Matches
173,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,29,1990,25.5,0,0,0,0,3,0,0,0,0,0,0,0,83,0,0,,Matches
174,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25,1995,17.9,2,0,0,19,28,5,61,10,10,0,0,0,81,30,50,37.5,Matches
175,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,30,1989,9.0,1,1,0,7,2,0,11,14,6,0,0,0,80,10,12,45.5,Matches
176,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,20,2000,4.6,1,0,0,5,10,1,8,3,6,0,0,0,39,2,7,22.2,Matches
177,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19,2001,2.9,0,0,0,2,2,0,3,5,1,0,1,0,25,2,1,66.7,Matches
178,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,33,1986,8.3,1,0,0,16,6,6,3,4,4,0,0,0,38,20,33,37.7,Matches
179,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,22,1998,29.8,4,0,0,15,17,3,7,45,29,0,1,1,238,71,36,66.4,Matches
180,André Gomes\Andre-Gomes,pt POR,MF,Everton,27,1993,17.4,3,0,0,34,14,2,17,15,34,0,1,0,175,19,17,52.8,Matches
181,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23,1997,6.6,0,0,0,6,6,0,0,5,2,0,1,0,107,26,23,53.1,Matches
182,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19,2001,1.0,0,0,0,0,2,1,1,1,2,0,0,0,9,1,2,33.3,Matches
183,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,22,1997,12.5,1,0,0,9,13,7,9,11,3,0,0,0,53,13,63,17.1,Matches
184,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24,1996,0.2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,Matches
185,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,24,1995,24.3,6,0,0,41,109,7,59,13,19,2,0,0,199,24,40,37.5,Matches
186,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,18,2001,20.2,2,0,0,17,20,4,30,9,12,0,0,0,93,7,17,29.2,Matches
187,Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29,1991,27.6,3,0,0,19,17,5,98,25,24,1,0,0,227,22,47,31.9,Matches
188,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32,1988,1.6,0,0,0,1,0,0,3,0,0,0,0,0,14,0,1,0.0,Matches
189,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,33,1987,37.0,2,0,0,0,5,0,0,0,0,0,0,0,168,0,1,0.0,Matches
190,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,29,1990,22.5,1,0,0,9,26,1,19,19,18,1,0,0,170,14,16,46.7,Matches
191,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
192,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26,1994,10.4,0,0,0,24,15,11,4,5,4,0,0,0,36,61,78,43.9,Matches
193,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20,2000,0.4,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,,Matches
194,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,23,1996,31.6,2,0,0,28,23,12,119,25,35,0,0,0,208,30,41,42.3,Matches
195,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25,1995,7.0,2,0,0,5,3,0,2,12,4,0,0,0,71,47,14,77.0,Matches
196,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21,1999,16.9,2,0,0,27,15,7,16,11,11,2,0,0,111,25,28,47.2,Matches
197,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25,1995,21.6,8,0,0,38,16,1,12,46,34,0,0,0,217,55,37,59.8,Matches
198,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28,1992,2.9,2,0,0,5,3,0,0,0,5,0,0,0,25,5,3,62.5,Matches
199,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29,1991,1.0,0,0,0,0,1,0,0,0,0,0,0,0,21,8,3,72.7,Matches
200,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23,1997,12.5,3,0,0,0,0,0,0,0,0,0,0,0,50,0,0,,Matches
201,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30,1990,18.9,0,0,0,8,12,0,14,30,9,0,0,0,240,14,6,70.0,Matches
202,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28,1992,15.8,3,1,1,15,12,3,5,12,4,0,0,0,138,15,29,34.1,Matches
203,Pablo Hernández\Pablo-Hernandez,es ESP,MFFW,Leeds United,35,1985,4.7,1,0,0,1,6,0,11,5,2,0,0,0,51,0,3,0.0,Matches
204,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28,1992,34.6,0,0,0,14,54,16,54,23,17,0,0,0,161,24,67,26.4,Matches
205,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,18,2002,6.4,1,0,0,4,4,1,15,9,10,0,0,0,63,8,11,42.1,Matches
206,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,24,1995,28.4,2,0,0,24,5,2,3,23,21,0,0,1,248,70,55,56.0,Matches
207,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,23,1996,25.4,9,0,0,28,29,1,27,41,38,0,0,0,201,42,23,64.6,Matches
208,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29,1991,2.5,0,0,0,1,0,0,12,0,0,0,0,0,12,3,0,100.0,Matches
209,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,19,2000,11.8,0,0,0,10,8,5,46,10,12,0,0,0,73,5,11,31.3,Matches
210,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,19,2000,0.4,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,,Matches
211,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,24,1995,38.0,9,0,0,69,54,0,11,49,81,0,1,0,430,52,40,56.5,Matches
212,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,Matches
213,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,1,0,0,26,13,9,12,4,9,0,1,0,71,9,43,17.3,Matches
214,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28,1992,24.1,1,0,0,19,18,20,24,7,13,0,1,0,109,21,62,25.3,Matches
215,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36,1984,8.5,2,0,0,11,4,1,0,3,5,0,0,0,84,19,13,59.4,Matches
216,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24,1996,17.1,0,0,0,13,13,0,52,18,21,0,0,0,118,4,8,33.3,Matches
217,José Izquierdo\Jose-Izquierdo,co COL,DFMF,Brighton,28,1992,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
218,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,37,1982,5.8,1,1,0,8,1,0,1,12,4,0,0,1,45,15,10,60.0,Matches
219,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,26,1993,5.9,3,0,0,8,4,0,28,7,5,0,0,0,41,4,13,23.5,Matches
220,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,22,1997,10.1,3,0,0,14,14,4,18,10,9,0,0,0,59,6,13,31.6,Matches
221,Reece James\Reece-James,eng ENG,DF,Chelsea,20,1999,26.4,3,0,0,31,17,1,100,41,36,0,1,0,216,36,28,56.3,Matches
222,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,18,2001,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
223,Daniel Jebbison\Daniel-Jebbison,eng ENG,FW,Sheffield Utd,17,2003,3.2,0,0,0,6,4,1,1,3,0,0,0,0,16,5,21,19.2,Matches
224,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23,1997,22.9,2,0,0,29,46,17,10,19,13,1,1,0,103,14,62,18.4,Matches
225,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29,1991,9.1,0,0,0,9,17,4,3,6,4,0,0,1,45,17,19,47.2,Matches
226,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,23,1996,22.0,3,0,0,23,36,6,14,20,26,1,0,0,135,98,115,46.0,Matches
227,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,20,2000,5.8,1,0,0,6,3,0,14,11,3,0,0,0,44,5,6,45.5,Matches
228,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27,1993,37.0,1,0,0,1,4,0,0,0,0,0,1,0,196,0,0,,Matches
229,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19,2001,13.1,2,0,0,18,13,1,7,17,16,0,0,0,121,12,21,36.4,Matches
230,Jorginho\Jorginho,it ITA,MF,Chelsea,28,1991,22.3,2,0,0,32,29,0,1,51,38,0,1,0,221,16,17,48.5,Matches
231,Willian José\Willian-Jose,br BRA,FW,Wolves,28,1991,12.3,0,0,0,8,10,2,7,7,2,1,0,0,55,22,30,42.3,Matches
232,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,23,1996,12.4,2,0,0,25,20,1,16,8,10,0,0,0,76,14,38,26.9,Matches
233,James Justin\James-Justin,eng ENG,DF,Leicester City,22,1998,23.0,4,0,0,16,39,3,48,25,28,2,0,0,201,28,44,38.9,Matches
234,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Liverpool,20,2000,8.9,3,0,0,12,3,0,0,12,10,0,0,0,83,28,22,56.0,Matches
235,Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWDF,Fulham,25,1995,3.5,1,1,0,9,3,0,12,2,2,0,1,0,25,8,7,53.3,Matches
236,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27,1993,34.2,1,0,0,26,60,12,37,15,12,2,0,0,155,90,129,41.1,Matches
237,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29,1991,23.8,7,0,0,37,7,0,8,62,57,0,0,0,284,19,31,38.0,Matches
238,Moise Kean\Moise-Kean,it ITA,FW,Everton,20,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
239,Michael Keane\Michael-Keane,eng ENG,DF,Everton,27,1993,33.2,4,0,0,15,9,0,0,43,15,0,0,0,270,125,47,72.7,Matches
240,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28,1992,1.3,0,0,0,3,1,1,4,0,1,0,0,0,7,0,1,0.0,Matches
241,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25,1995,5.8,1,0,0,13,2,0,4,12,5,0,0,0,56,5,8,38.5,Matches
242,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
243,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,30,1990,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
244,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23,1997,0.9,0,0,0,0,0,1,3,1,0,0,0,0,8,0,0,,Matches
245,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
246,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23,1997,14.6,4,0,0,20,4,1,0,18,20,0,1,0,100,23,23,50.0,Matches
247,Joshua King\Joshua-King,no NOR,MFFW,Everton,28,1992,1.6,0,0,0,4,1,3,1,1,1,0,0,0,12,4,6,40.0,Matches
248,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30,1990,26.6,6,0,0,45,19,5,37,17,43,0,1,0,267,17,21,44.7,Matches
249,Robin Koch\Robin-Koch,de GER,DFMF,Leeds United,24,1996,12.6,1,0,0,17,8,0,1,13,18,0,2,0,159,40,25,61.5,Matches
250,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27,1993,1.0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,50.0,Matches
251,Terence Kongolo\Terence-Kongolo,nl NED,DF,Fulham,26,1994,1.0,0,0,0,1,1,0,1,0,4,0,0,0,8,2,3,40.0,Matches
252,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,22,1997,35.5,3,0,0,19,54,1,2,27,22,0,1,0,289,91,62,59.5,Matches
253,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,30,1989,34.7,4,0,0,36,15,0,4,38,36,0,0,0,309,94,52,64.4,Matches
254,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26,1994,20.2,4,0,0,17,30,0,6,22,36,0,0,0,158,11,10,52.4,Matches
255,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,25,1994,14.3,4,0,0,12,9,1,12,21,16,0,0,0,104,22,22,50.0,Matches
256,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,24,1995,6.1,0,0,0,6,12,0,5,2,10,0,0,0,70,8,13,38.1,Matches
257,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29,1991,21.4,3,0,0,37,54,10,4,14,19,1,0,0,99,30,61,33.0,Matches
258,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32,1988,17.7,0,0,0,18,20,3,17,16,26,0,1,0,158,13,32,28.9,Matches
259,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,28,1992,8.0,6,1,1,24,10,0,9,4,11,0,0,0,48,5,17,22.7,Matches
260,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,19,2000,9.8,4,1,1,21,28,1,30,13,10,2,1,0,83,5,12,29.4,Matches
261,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27,1993,6.3,1,0,0,7,10,2,2,6,6,0,0,0,67,1,9,10.0,Matches
262,Aymeric Laporte\Aymeric-Laporte,es ESP,DF,Manchester City,26,1994,14.9,1,0,0,9,10,2,0,8,6,0,1,0,139,46,18,71.9,Matches
263,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,26,1993,18.1,4,0,0,17,9,0,1,15,12,0,0,0,142,53,20,72.6,Matches
264,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,30,1989,1.4,2,0,0,3,1,0,0,0,1,0,0,0,11,4,3,57.1,Matches
265,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,26,1993,18.9,5,0,0,32,15,0,5,43,36,1,0,0,191,19,27,41.3,Matches
